input_index,url,name_bg,brand_name,status,confidence,warnings
118,https://biju03.com/godezen-prasten-r-563.html,Годежен пръстен-R/563,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
119,https://biju03.com/godezen-prasten-r-5010-6.html,Годежен пръстен-R/557,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
120,https://artefakti.eu/bg/shop/mini-bg/mini-obitzi/obitsi-krag-xl-2/,Обици Кръг XL,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
121,https://artefakti.eu/bg/shop/or-bg/or-prasteni/prasten-or/,Пръстен OR,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
122,https://artefakti.eu/bg/shop/mini-bg/mini-obitzi/obitsi-elipsa-m/,Обици Елипса M,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_DESCRIPTION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
123,https://artefakti.eu/bg/shop/or-bg/or-kolieta/kolie-or/,Колие OR,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
124,https://artefakti.eu/bg/shop/gemi-bg/gemi-kolieta/kolie-gemi-rozov-kvarc-dvoyno/,Колие GEMI с два кристала розов кварц,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
125,https://artefakti.eu/bg/shop/gemi-bg/gemi-kolieta/kolie-gemi-rozov-kvarts/,Колие GEMI розов кварц,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
126,https://artefakti.eu/bg/shop/gemi-bg/gemi-kolieta/kolie-gemi-onix/,Колие GEMI оникс,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
127,https://artefakti.eu/bg/shop/gemi-bg/gemi-kolieta/kolie-gemi-ametist-patina/,Колие GEMI аметист с патинарана сребърна верижка,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
128,https://artefakti.eu/bg/shop/cubi-bg/cubi-kolieta/kolie-cubi-oniks/,Масивно сребърно колие CUBI с мъниста от оникс,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
129,https://artefakti.eu/bg/shop/cubi-bg/cubi-obitzi/obici-shtift-cubic-m/,Обици Cubic M щифт,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
130,https://artefakti.eu/bg/shop/grad-bg/grad-prasteni/prysten-grad-cirkon/,Пръстен GRAD циркон,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
131,https://artefakti.eu/bg/shop/picta-bg/picta-kragli-sapfir/,PICTA кръгли сапфир,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
132,https://artefakti.eu/bg/shop/mini-bg/mini-prasteni/prasten-ovalen-kamyk/,Пръстен Овален камък,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
133,https://artefakti.eu/bg/shop/mini-bg/mini-prasteni/prasten-round-stone-sparkle-s/,Пръстен Round Stone Sparkle S,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_DESCRIPTION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
134,https://artefakti.eu/bg/shop/mini-bg/mini-obitzi/obitsi-round-stone-sparkle-1-75/,Обици Round Stone Sparkle 1.75,ARTEFAKTI Jewelry,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_DESCRIPTION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
135,https://artefakti.eu/bg/shop/svatbeni/halki-naturalen-bliasak-paladiewo-bialo-zlato/,Халки Натурален Блясък 14к паладиево бяло злато,ARTEFAKTI Jewelry,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
136,https://artefakti.eu/bg/shop/svatbeni/otnovo-zaedno-svatbeni-halki/,Отново заедно - сватбени халки,ARTEFAKTI Jewelry,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
137,https://artefakti.eu/bg/shop/svatbeni/brachni-halki-infinity/,Сватбени халки Безкраиност,ARTEFAKTI Jewelry,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
138,https://artefakti.eu/bg/shop/svatbeni/klasicheski-halki-naturalen-bliasak/,Халки Натурален Блясък 18К,ARTEFAKTI Jewelry,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
139,https://adi-shoes.com/product/elegantni-damski-cherni-sandali-yasmin-ot-estestvena-koja-22250-4-blk,Елегантни черни дамски сандали Yasmin от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
140,https://adi-shoes.com/product/elegantni-damski-bejovi-sandali-yasmin-ot-estestvena-koja-22250-4-bge-adi-shoes,Елегантни бежови дамски сандали Yasmin от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
141,https://adi-shoes.com/product/elegantni-damski-sandali-abigail-ot-estestvena-koja-v-taupe-i-ays-42640-tpe-ice,Елегантни дамски сандали Abigail от естествена кожа в таупе и айс,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
142,https://adi-shoes.com/product/elegantni-damski-sandali-scarlett-ot-estestvena-koja-v-byal-i-cheren-cvyat-42445-wte-blk,Елегантни дамски сандали Scarlett от естествена кожа в бял и черен цвят,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
143,https://adi-shoes.com/product/elegantni-damski-obuvki-vili-ot-estestvena-koja-v-bejov-cvyat-31670-bge,Елегантни бежови дамски обувки Vili от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
144,https://adi-shoes.com/product/elegantni-damski-cherni-boti-jaklin-ot-estestvena-koja-13660-blk,Елегантни черни дамски боти Jaklin от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
145,https://adi-shoes.com/product/elegantni-damski-cherni-boti-vivian-ot-estestvena-koja-03671-blk,Елегантни черни дамски боти Vivian от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
146,https://adi-shoes.com/product/elegantni-damski-cherni-botushi-iveta-ot-estestvena-koja-03565-blk-k,Елегантни черни дамски ботуши Iveta от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
147,https://adi-shoes.com/product/ejednevni-damski-beli-chehli-margo-ot-estestvena-koja-22202-wte,Ежедневни бели дамски чехли Margo от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
148,https://adi-shoes.com/product/elegantni-damski-sini-chehli-brenda-ot-estestvena-koja-12605-tblu,Елегантни сини дамски чехли Brenda от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
149,https://adi-shoes.com/product/elegantni-damski-bejovi-sandali-nora-ot-estestvena-koja-42645-bge-tpe,Елегантни дамски бежови сандали Nora от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
150,https://adi-shoes.com/product/elegantni-damski-cherni-boti-molly-ot-estestvena-koja-adi-shoes,Елегантни черни дамски боти Molly от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
151,https://adi-shoes.com/product/elegantni-tamnosini-damski-botushi-raya-ot-estestvena-koja,Елегантни тъмносини дамски ботуши Raya от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
152,https://adi-shoes.com/product/elegantni-tamnokafyavi-damski-botushi-amalia-ot-estestvena-koja,Елегантни тъмнокафяви дамски ботуши Amalia от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
153,https://adi-shoes.com/product/elegantni-damski-botushi-amalia-ot-estestvena-koja-v-cheren-cvyat-33700-blk-k,Елегантни дамски ботуши Amalia от естествена кожа в черен цвят,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
154,https://adi-shoes.com/product/elegantni-damski-obuvki-ella-ot-estestvena-koja-v-cvyat-taba-adi-shoes,Елегантни дамски обувки Ella от естествена кожа в цвят таба,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
155,https://adi-shoes.com/product/elegantni-damski-obuvki-otvorena-peta-bianka-ot-estestvena-koja-v-pudra-21474-6-pdr,Елегантни дамски обувки – отворена пета Bianka от естествена кожа в пудра,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
156,https://adi-shoes.com/product/elegantni-damski-botushi-raya-ot-estestvena-koja-v-taupe-i-kafyavo-63636-brn-tpe,Елегантни дамски ботуши Raya от естествена кожа в таупе и кафяво,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
157,https://adi-shoes.com/product/elegantni-damski-obuvki-otvorena-peta-andjela-ot-estestvena-koja-v-cheren-cvyat-21602-blk-kng,Елегантни дамски обувки – отворена пета Andjela от естествена кожа в черен цвят,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
158,https://adi-shoes.com/product/elegantni-damski-obuvki-otvorena-peta-andjela-ot-estestvena-koja-v-lilav-cvyat-21602a-dlvd,Елегантни дамски обувки – отворена пета Andjela от естествена кожа в лилав цвят,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
159,https://adi-shoes.com/product/elegantni-damski-obuvki-otvorena-peta-carmen-ot-estestvena-koja-v-byal-cvyat,Елегантни дамски обувки – отворена пета Carmen от естествена кожа в бял цвят,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
160,https://adi-shoes.com/product/ejednevni-srebristi-damski-chehli-margo-ot-estestvena-koja-adi-shoes,Ежедневни сребристи дамски чехли Margo от естествена кожа,ADI Shoes,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
161,https://shop.lenavelur.com/shop/kartodarjach-estestvena-koja/,Картодържач от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
162,https://shop.lenavelur.com/shop/damski-chehli-estestvena-koja-kafevi/,Дамски чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
163,https://shop.lenavelur.com/shop/damski-chehli-estestvena-koja-cherveni/,Дамски чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION
164,https://shop.lenavelur.com/shop/damski-chehli-estestvena-koja-cherni/,Дамски чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION
165,https://shop.lenavelur.com/shop/majki-chehli-estestvena-koja-sivi/,Мъжки чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
166,https://shop.lenavelur.com/shop/majki-chehli-estestvena-koja-cherni/,Мъжки чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION
167,https://shop.lenavelur.com/shop/majki-chehli-estestvena-koja-kafevi/,Мъжки чехли от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION
168,https://shop.lenavelur.com/shop/vaucher-podarak/,Ваучер за подарък,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|MISSING_IMAGES|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
169,https://shop.lenavelur.com/shop/majki-toplinki-estestvena-koja-kafevi/,Мъжки топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
170,https://shop.lenavelur.com/shop/majki-toplinki-estestvena-koja-bejovi/,Мъжки топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
171,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-bejovi/,Детски топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
172,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-kafevi/,Детски топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
173,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-sini/,Детски топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
174,https://shop.lenavelur.com/shop/damski-toplinki-estestvena-koja-jalti/,Дамски топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
175,https://shop.lenavelur.com/shop/damski-toplinki-estestvena-koja-lilavi/,Дамски топлинки от естествена кожа,Лена Велур,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE
176,https://shop.lenavelur.com/shop/profesionalna-chanta-estestvena-koja-chervena/,Професионална чанта от PVC брезент за медицински принадлежности,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
177,https://shop.lenavelur.com/shop/profesionalna-chanta-estestvena-koja-sinya/,Професионална чанта от PVC брезент за инструменти,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
178,https://shop.lenavelur.com/shop/universalna-patna-chanta-estestvena-koja-sak-bordo/,Универсална пътна чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
179,https://shop.lenavelur.com/shop/universalna-patna-chanta-estestvena-koja-sak-cherna/,Универсална пътна чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
180,https://shop.lenavelur.com/shop/majka-chanta-estestvena-koja-412-cherna/,Мъжка чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
181,https://shop.lenavelur.com/shop/biznes-chanta-estestvena-koja-155-cherna/,Бизнес чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
182,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-153-cherna/,Мъжка бизнес чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
183,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-152-cherna/,Мъжка бизнес чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
184,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-148a-cherna/,Мъжка бизнес чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
185,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-423-chervena/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
186,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-423-zelena/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
187,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-shargen-cherna/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
188,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-bejova/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
189,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-zelena/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
190,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-tamno-sin/,Дамска чанта от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
191,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-421-byala/,Дамска чанта/раница от естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
192,https://shop.lenavelur.com/shop/damska-chanta-tvarda-estestvena-koja-400-cherna/,Дамска чанта от твърда естествена кожа,Лена Велур,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
