name_bg,brand_name,slug,category,tags,price_min_eur,price_max_eur,currency,short_desc_bg,long_desc_bg,product_url,brand_url,image_urls,is_active,created_at,brand_slug,meta_title_bg,meta_desc_bg,intro_bg,rating,address,brand_ref,subcategory,product_type,giftable,recipient,gift_occasion,attributes,colors,materials,audience,recipient_age,recipient_gender,role_interest,wedding_anniversary_type,gemstone,jewelry_detail,clothing_style,sleeve,season,ingredient,skin_type,skin_need,hair_need,logo_url,instagram_url,facebook_url,physical_address_type
Дамски чехли AUTUMN,Estella Shoes,damski-chehli-autumn,Облекло,,,,EUR,"Дамски чехли AUTUMN от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/damski-chehli-autumn/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2026/05/dsc_7625.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Чехли,false,,,Ръчна изработка,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамски чехли MAREN,Estella Shoes,damski-chehli-maren,Облекло,,,,EUR,"Дамски чехли MAREN от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/damski-chehli-maren/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2025/06/dsc_6655.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Чехли,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамски чехли ARINA,Estella Shoes,damski-chehli-arina,Облекло,,,,EUR,"Дамски чехли ARINA от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/damski-chehli-arina/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2025/06/dsc_6710.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Чехли,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамски ботуши с равно ходило HELEN,Estella Shoes,damski-botushi-s-ravno-hodilo-helen,Облекло,,,,EUR,"Дамски ботуши с равно ходило HELEN от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/damski-botushi-s-ravno-hodilo/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2021/12/dsc_2018-1-1.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Боти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Ботуши естествена кожа KELLY,Estella Shoes,botushi-estestvena-kozha-kelly,Облекло,,,,EUR,"Ботуши естествена кожа KELLY от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/botushi-estestvena-kozha/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2021/12/dsc_2057-1.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Боти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамски черни чизми MELANIE,Estella Shoes,damski-cherni-chizmi-melanie,Облекло,,,,EUR,"Дамски черни чизми MELANIE от Estella Shoes. Материали, посочени от бранда: Естествена кожа.",,https://estellashoes.com/produkt/damski-cherni-chizmi/,https://estellashoes.com,https://estellashoes.com/wp-content/uploads/2021/11/dsc_1981-1.jpg,TRUE,,estella-shoes,,,,,,,Обувки,Обувки,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
"Колие ""Ая""",GIL,kolie-aya,Аксесоари,,,,EUR,"Колие ""Ая"" от GIL.",,https://gil.bg/tia/kolieta/kolieaya,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/kolieaya-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Колиета,false,,,,,,,,,,,,,,,,,,,,,,,
"Колие ""Сай""",GIL,kolie-sai,Аксесоари,,,,EUR,"Колие ""Сай"" от GIL.",,https://gil.bg/tia/kolieta/koliesay,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/_koliesaya-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Колиета,false,,,,,,,,,,,,,,,,,,,,,,,
"Гривна ""Кай""",GIL,grivna-kai,Аксесоари,,,,EUR,"Гривна ""Кай"" от GIL.",,https://gil.bg/tia/grivni/grivnakay,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/grivnakay-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Гривни,false,,,,,,,,,,,,,,,,,,,,,,,
"Обеци ""Кармен""",GIL,obetsi-karmen,Аксесоари,,,,EUR,"Обеци ""Кармен"" от GIL.",,https://gil.bg/tia/obeci/obecikarmen,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/obeci_karmen-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
"Обеци ""Сай""",GIL,obetsi-sai,Аксесоари,,,,EUR,"Обеци ""Сай"" от GIL.",,https://gil.bg/tia/obeci/obecisay,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/obecisay-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
"Обеци ""Сая""",GIL,obetsi-saya,Аксесоари,,,,EUR,"Обеци ""Сая"" от GIL.",,https://gil.bg/tia/obeci/obecisaya,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/obeci_saya-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
"Обеци ""Роуз""",GIL,obetsi-rouz,Аксесоари,,,,EUR,"Обеци ""Роуз"" от GIL.",,https://gil.bg/tia/obeci/obecirose,https://gil.bg,https://gil.bg/image/cache/catalog/gil-products/obeci_rous-500x500.jpg,TRUE,,gil,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
Еластична гривна с черен турмалин,Elle Gem Designs,elastichna-grivna-s-cheren-turmalin,Аксесоари,,,,EUR,"Еластична гривна с черен турмалин от Elle Gem Designs. Материали, посочени от бранда: Неръждаема стомана, Мъниста.",,https://www.ellegemdesigns.com/product-155/elastichna-grivna-s-cheren-turmalin,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1778127976_73e0cd4cdf91a6c46e2027acea74704e.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1778127986_29f9526d2ef147ff512d86f01cd3a6cd.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1778127999_54e1f940b800e6d12fabfe8f166f2b10.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1778127976_73e0cd4cdf91a6c46e2027acea74704e.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,Черен,"Неръждаема стомана,Мъниста",,,,,,Черен турмалин,,,,,,,,,,,,
Перлено колие със сребърна закопчалка,Elle Gem Designs,perleno-kolie-sas-srebarna-zakopchalka,Аксесоари,,,,EUR,Перлено колие със сребърна закопчалка от Elle Gem Designs.,,https://www.ellegemdesigns.com/product-156/perleno-kolie-sas-srebarna-zakopchalka,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1779629127_b855e7406ceb426df2708eb925c4f793.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1779629143_d4ac53220e0195d463ce32a9b5456c7f.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1779629151_c3c5f95c5adf1f2521ef2f09638a05db.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1779629127_b855e7406ceb426df2708eb925c4f793.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Колиета,false,,,,,,,,,,,,,,,,,,,,,,,
Гривна с морзова азбукa по заявка на клиента,Elle Gem Designs,grivna-s-morzova-azbuka-po-zayavka-na-klienta,Аксесоари,,,,EUR,"Гривна с морзова азбукa по заявка на клиента от Elle Gem Designs. Материали, посочени от бранда: Мъниста.",,https://www.ellegemdesigns.com/product-151/grivna-s-morzova-azbuka-po-zayavka-na-klienta,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760793191_335d64f497fe4a42eaa21612ea62deb6.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760265436_9ef0f2715894b3a246dd1f01f8d72834.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760265555_3aec7d12d846057318c06db880d8e878.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1760793191_335d64f497fe4a42eaa21612ea62deb6.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,,Мъниста,,,,,,,,,,,,,,,,,,
Минималистична гривна с естествена перла,Elle Gem Designs,minimalistichna-grivna-s-estestvena-perla,Аксесоари,,,,EUR,Минималистична гривна с естествена перла от Elle Gem Designs.,,https://www.ellegemdesigns.com/product-152/minimalistichna-grivna-s-estestvena-perla,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760896261_a715d4e0ce51f2cbefd80d57efe300d6.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760896274_a9afc1f55a7a93f9c9ee35166e9b09a8.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1760896288_3c00a2e07be599b1e14206e230786e96.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1760896261_a715d4e0ce51f2cbefd80d57efe300d6.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,,,,,,,,Перла,,,,,,,,,,,,
"Колие с турмалин, сребърна закопчалка",Elle Gem Designs,kolie-s-turmalin-srebarna-zakopchalka,Аксесоари,,,,EUR,"Колие с турмалин, сребърна закопчалка от Elle Gem Designs. Материали, посочени от бранда: Мъниста.",,https://www.ellegemdesigns.com/product-145/kolie-s-turmalin-srebarna-zakopchalka,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1750876059_d2b075c904b6ba1d56433a1d88d9ddcf.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1750876070_791c22b1fad08575ef50f99a090b83a5.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1750876080_36a756f2b139a11071dae5bd3b428e33.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1750876059_d2b075c904b6ba1d56433a1d88d9ddcf.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Колиета,false,,,,,Мъниста,,,,,,,,,,,,,,,,,,
"Еластична гривна с хематит, лабрадорит и вулканичен камък",Elle Gem Designs,elastichna-grivna-s-hematit-labradorit-i-vulkanichen-kamak,Аксесоари,,,,EUR,"Еластична гривна с хематит, лабрадорит и вулканичен камък от Elle Gem Designs. Материали, посочени от бранда: Неръждаема стомана, Мъниста.",,https://www.ellegemdesigns.com/product-141/elastichna-grivna-s-hematit-labradorit-i-vulkanichen-kamak,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1743614917_cf66a69837621ef219d5c3eeaf114fd6.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1743614933_ad100c03d66afb5ebdd40471b2cffbd4.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1743614917_cf66a69837621ef219d5c3eeaf114fd6.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,,"Неръждаема стомана,Мъниста",,,,,,"Хематит,Лабрадорит",,,,,,,,,,,,
Колие с черен турмалин,Elle Gem Designs,kolie-s-cheren-turmalin,Аксесоари,,,,EUR,"Колие с черен турмалин от Elle Gem Designs. Материали, посочени от бранда: Мъниста.",,https://www.ellegemdesigns.com/product-136/kolie-s-cheren-turmalin,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1735934228_a144d22a24e568151d775d655c7747f3.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1735934244_5926de1179ded7a83acd29f43fe47746.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1757318049_51843e8ac9f414d089e679bc3cb9a604.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1757318057_64c611e57ce7273ecb938fa84bafe700.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1735934228_a144d22a24e568151d775d655c7747f3.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Колиета,false,,,,"Кафяв,Черен",Мъниста,,,,,,Черен турмалин,,,,,,,,,,,,
Гривна за глезен с камъни на чакрите.,Elle Gem Designs,grivna-za-glezen-s-kamani-na-chakrite,Аксесоари,,,,EUR,Гривна за глезен с камъни на чакрите. от Elle Gem Designs.,,https://www.ellegemdesigns.com/product-126/grivna-za-glezen-s-kamani-na-chakrite,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719678056_b9a26235f8646fc6702523fee0164bc9.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719678072_b77f0cf24f55853e44e1d93d315e4b17.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719678091_ee76808a6778707006f79dd6ab7795b7.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1719678056_b9a26235f8646fc6702523fee0164bc9.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,"Розов,Син",,,,,,,"Тигрово око,Цитрин",,,,,,,,,,,,
Гривна с лабрадорит 5 мм мъниста.,Elle Gem Designs,grivna-s-labradorit-5-mm-manista,Аксесоари,,,,EUR,"Гривна с лабрадорит 5 мм мъниста. от Elle Gem Designs. Материали, посочени от бранда: Мъниста.",,https://www.ellegemdesigns.com/product-125/grivna-s-labradorit-5-mm-manista,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719417300_2d6f33b669b4d29a7245f4e11302e8c4.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719417380_bca42fd1d1d46b14f2918565f018b7d1.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719417391_da329879fdda3d3900dded63305257bd.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1719417401_9cccfe9b95e86758c164d70c517422ed.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1719417300_2d6f33b669b4d29a7245f4e11302e8c4.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,,Мъниста,,,,,,Лабрадорит,,,,,,,,,,,,
"Еластична гривна с цитрин, черен оникс и хематит. Успех - Защита - Щастие - Благоденствие",Elle Gem Designs,elastichna-grivna-s-tsitrin-cheren-oniks-i-hematit-uspeh-zashtita-shtastie-blagodenstvie,Аксесоари,,,,EUR,"Еластична гривна с цитрин, черен оникс и хематит. Успех - Защита - Щастие - Благоденствие от Elle Gem Designs. Материали, посочени от бранда: Мъниста.",,https://www.ellegemdesigns.com/product-85/elastichna-grivna-s-tsitrin-cheren-oniks-i-hematit-uspeh-zashtita-shtastie-blagodenstvie,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1630392242_a2efdaaef3bf63e256d0da54d00ff25d.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1630392261_ce6fc71a26effd0e48e191b87c910d28.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1630392329_670840002fd23caf3ab1b2aaa591dc2e.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1630392242_a2efdaaef3bf63e256d0da54d00ff25d.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,Черен,Мъниста,,,,,,"Хематит,Цитрин",,,,,,,,,,,,
Пръстен халка от черен оникс. Успех - Фокус - Защита - Коренна чакра.,Elle Gem Designs,prasten-halka-ot-cheren-oniks-uspeh-fokus-zashtita-korenna-chakra,Аксесоари,,,,EUR,Пръстен халка от черен оникс. Успех - Фокус - Защита - Коренна чакра. от Elle Gem Designs.,,https://www.ellegemdesigns.com/product-36/prasten-halka-ot-cheren-oniks-uspeh-fokus-zashtita-korenna-chakra,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1584025592_b9f44fe0ad33daeb680c83408418032f.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1584025763_0feee766d8879cdfcee49061fb316258.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1584025592_b9f44fe0ad33daeb680c83408418032f.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Пръстени,false,,,,Черен,,,,,,,,,,,,,,,,,,,
Гривна с черен оникс и хематит. Защита - Фокус - Успех - Коренна чакра,Elle Gem Designs,grivna-s-cheren-oniks-i-hematit-zashtita-fokus-uspeh-korenna-chakra,Аксесоари,,,,EUR,Гривна с черен оникс и хематит. Защита - Фокус - Успех - Коренна чакра от Elle Gem Designs.,,https://www.ellegemdesigns.com/product-11/grivna-s-cheren-oniks-i-hematit-zashtita-fokus-uspeh-korenna-chakra,https://www.ellegemdesigns.com,"https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1582111420_d952112819c5a4ea4a11d16039aa9f1c.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w800-h800-q80-1582115919_4b86aeb007404d7e8e20c3819f61bcfd.jpg,https://www.ellegemdesigns.com/uploads/cached/products/landscape-w600-h600-q80-1582111420_d952112819c5a4ea4a11d16039aa9f1c.jpg",TRUE,,elle-gem-designs,,,,,,,Бижута,Гривни,false,,,,Черен,,Унисекс,,,,,Хематит,,,,,,,,,,,,
Ръчно изработени обеци Тюркоазен шифон,Art Design Beni,rachno-izraboteni-obetsi-tyurkoazen-shifon,Аксесоари,,,,EUR,"Ръчно изработени обеци Тюркоазен шифон от Art Design Beni. Материали, посочени от бранда: Коприна.",,https://www.artdesignbeni.com/rachno-izraboteni-obetzi-tiurkoazen-shifon.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8934.png,https://www.artdesignbeni.com/media/80/8934.png,https://www.artdesignbeni.com/media/107/8934.png,https://www.artdesignbeni.com/media/57/8934.png,https://www.artdesignbeni.com/media/7/8934.png",TRUE,,art-design-beni,,,,,,,Бижута,Обеци,false,,,"Еко,Ръчна изработка",,Коприна,,,,,,,,,,,,,,,,,,
Копринени обеци Ментова нежност,Art Design Beni,koprineni-obetsi-mentova-nezhnost,Аксесоари,,,,EUR,"Копринени обеци Ментова нежност от Art Design Beni. Материали, посочени от бранда: Коприна.",,https://www.artdesignbeni.com/koprineni-obetzi-mentova-neznost.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8858.jpeg,https://www.artdesignbeni.com/media/80/8858.jpeg,https://www.artdesignbeni.com/media/107/8858.jpeg,https://www.artdesignbeni.com/media/57/8858.jpeg,https://www.artdesignbeni.com/media/7/8858.jpeg",TRUE,,art-design-beni,,,,,,,Бижута,Обеци,false,,,Ръчна изработка,,Коприна,,,,,,,,,,,,,,,,,,
Копринени обеци Бяла перлена цветност,Art Design Beni,koprineni-obetsi-byala-perlena-tsvetnost,Аксесоари,,,,EUR,"Копринени обеци Бяла перлена цветност от Art Design Beni. Материали, посочени от бранда: Коприна.",,https://www.artdesignbeni.com/koprineni-obetzi-biala-perlena-tzvetnost.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8854.jpeg,https://www.artdesignbeni.com/media/80/8854.jpeg,https://www.artdesignbeni.com/media/107/8854.jpeg,https://www.artdesignbeni.com/media/57/8854.jpeg,https://www.artdesignbeni.com/media/7/8854.jpeg",TRUE,,art-design-beni,,,,,,,Бижута,Обеци,false,,,Ръчна изработка,Бял,Коприна,,,,,,,,,,,,,,,,,,
Авторска маслена картина Безкрай,Art Design Beni,avtorska-maslena-kartina-bezkrai,Дом и интериор,,,,EUR,Авторска маслена картина Безкрай от Art Design Beni.,,https://www.artdesignbeni.com/avtorska-maslena-kartina-bezkrai.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8901.png,https://www.artdesignbeni.com/media/80/8901.png,https://www.artdesignbeni.com/media/107/8901.png,https://www.artdesignbeni.com/media/57/8901.png,https://www.artdesignbeni.com/media/7/8901.png",TRUE,,art-design-beni,,,,,,,Декорация,Картини и стенно изкуство,false,,,,,,,,,,,,Име,,,,,,,,,,,
Авторска маслена картина Устрем,Art Design Beni,avtorska-maslena-kartina-ustrem,Дом и интериор,,,,EUR,Авторска маслена картина Устрем от Art Design Beni.,,https://www.artdesignbeni.com/avtorska-maslena-kartina-ustrem.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8138.jpg,https://www.artdesignbeni.com/media/80/8138.jpg,https://www.artdesignbeni.com/media/107/8138.jpg,https://www.artdesignbeni.com/media/57/8138.jpg,https://www.artdesignbeni.com/media/7/8138.jpg",TRUE,,art-design-beni,,,,,,,Декорация,Картини и стенно изкуство,false,,,,,,,,,,,,Име,,,,,,,,,,,
Бутикова арт интериорна лампа от driftwood от естествено дърво,Art Design Beni,butikova-art-interiorna-lampa-ot-driftwood-ot-estestveno-darvo,Дом и интериор,,,,EUR,"Бутикова арт интериорна лампа от driftwood от естествено дърво от Art Design Beni. Материали, посочени от бранда: Дърво.",,https://www.artdesignbeni.com/butikova-art-interiorna-lampa-ot-driftwood-ot-estestveno-darvo.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8891.png,https://www.artdesignbeni.com/media/80/8891.png,https://www.artdesignbeni.com/media/107/8891.png,https://www.artdesignbeni.com/media/57/8891.png,https://www.artdesignbeni.com/media/7/8891.png",TRUE,,art-design-beni,,,,,,,Осветление,Настолни лампи,false,,,,,Дърво,,,,,,,,,,,,,,,,,,
Бутикова арт интериорна лампа от driftwood с артистичен характер,Art Design Beni,butikova-art-interiorna-lampa-ot-driftwood-s-artistichen-harakter,Дом и интериор,,,,EUR,Бутикова арт интериорна лампа от driftwood с артистичен характер от Art Design Beni.,,https://www.artdesignbeni.com/butikova-art-interiorna-lampa-ot-driftwood-s-artistichen-harakter.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8892.png,https://www.artdesignbeni.com/media/80/8892.png,https://www.artdesignbeni.com/media/107/8892.png,https://www.artdesignbeni.com/media/57/8892.png,https://www.artdesignbeni.com/media/7/8892.png",TRUE,,art-design-beni,,,,,,,Осветление,Настолни лампи,false,,,,,,,,,,,,,,,,,,,,,,,
"Кутия сърце със сапунени рози, плюшено мече и шоколад Merci",Art Design Beni,kutiya-sartse-sas-sapuneni-rozi-plyusheno-meche-i-shokolad-merci,Козметика,,,,EUR,"Кутия сърце със сапунени рози, плюшено мече и шоколад Merci от Art Design Beni.",,https://www.artdesignbeni.com/kutiia-sartze-sas-sapuneni-rozi-pliusheno-meche-i-shokolad-merci.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8708.jpeg,https://www.artdesignbeni.com/media/80/8708.jpeg,https://www.artdesignbeni.com/media/107/8708.jpeg,https://www.artdesignbeni.com/media/57/8708.jpeg,https://www.artdesignbeni.com/media/7/8708.jpeg",TRUE,,art-design-beni,,,,,,,Грижа за тялото,Сапуни и душ гелове,false,,,Романтичен,,,,,,,,,,,,,,,,,,,,
Кутия плик със сапунени рози,Art Design Beni,kutiya-plik-sas-sapuneni-rozi,Козметика,,,,EUR,Кутия плик със сапунени рози от Art Design Beni.,,https://www.artdesignbeni.com/kutiia-plik-sas-sapuneni-rozi.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8707.jpeg,https://www.artdesignbeni.com/media/80/8707.jpeg,https://www.artdesignbeni.com/media/107/8707.jpeg,https://www.artdesignbeni.com/media/57/8707.jpeg,https://www.artdesignbeni.com/media/7/8707.jpeg",TRUE,,art-design-beni,,,,,,,Грижа за тялото,Сапуни и душ гелове,false,,,,,,,,,,,,,,,,,,,,,,,
Сапунени слънчогледи и сухи цветя в ратанова кашпа,Art Design Beni,sapuneni-slanchogledi-i-suhi-tsvetya-v-ratanova-kashpa,Козметика,,,,EUR,Сапунени слънчогледи и сухи цветя в ратанова кашпа от Art Design Beni.,,https://www.artdesignbeni.com/sapuneni-slanchogledi-i-suhi-tzvetia-v-ratanova-kashpa.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8705.jpeg,https://www.artdesignbeni.com/media/80/8705.jpeg,https://www.artdesignbeni.com/media/107/8705.jpeg,https://www.artdesignbeni.com/media/57/8705.jpeg,https://www.artdesignbeni.com/media/7/8705.jpeg",TRUE,,art-design-beni,,,,,,,Грижа за тялото,Сапуни и душ гелове,false,,,Еко,,,,,,,,,,,,,,,,,,,,
"Букет в луксозна кутия със сапунени слънчогледи, рози и сухи цветя",Art Design Beni,buket-v-luksozna-kutiya-sas-sapuneni-slanchogledi-rozi-i-suhi-tsvetya,Козметика,,,,EUR,"Букет в луксозна кутия със сапунени слънчогледи, рози и сухи цветя от Art Design Beni.",,https://www.artdesignbeni.com/buket-v-luksozna-kutiia-sas-sapuneni-slanchogledi-rozi-i-suhi-tzvetia.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/8701.jpeg,https://www.artdesignbeni.com/media/80/8701.jpeg,https://www.artdesignbeni.com/media/107/8701.jpeg,https://www.artdesignbeni.com/media/57/8701.jpeg,https://www.artdesignbeni.com/media/7/8701.jpeg",TRUE,,art-design-beni,,,,,,,Грижа за тялото,Сапуни и душ гелове,false,,,,,,,,,,,,,,,,,,,,,,,
Любов в лукс,Art Design Beni,lyubov-v-luks,,,,,EUR,Любов в лукс от Art Design Beni.,,https://www.artdesignbeni.com/liubov-v-luks.html,https://www.artdesignbeni.com,https://www.artdesignbeni.com/media/7/9416.jpeg,TRUE,,art-design-beni,,,,,,,,,false,,,Романтичен,,,,,,,,,,Елегантен,,,,,,,,,,
Небесна любов,Art Design Beni,nebesna-lyubov,,,,,EUR,Небесна любов от Art Design Beni.,,https://www.artdesignbeni.com/nebesna-liubov.html,https://www.artdesignbeni.com,https://www.artdesignbeni.com/media/7/9417.jpeg,TRUE,,art-design-beni,,,,,,,,,false,,,Романтичен,"Бял,Син",,,,,,,,,,,,,,,,,,,
Облак от нежност,Art Design Beni,oblak-ot-nezhnost,Козметика,,,,EUR,Облак от нежност от Art Design Beni.,,https://www.artdesignbeni.com/oblak-ot-neznost.html,https://www.artdesignbeni.com,"https://www.artdesignbeni.com/media/14/9414.jpeg,https://www.artdesignbeni.com/media/80/9414.jpeg,https://www.artdesignbeni.com/media/107/9414.jpeg,https://www.artdesignbeni.com/media/57/9414.jpeg,https://www.artdesignbeni.com/media/7/9414.jpeg",TRUE,,art-design-beni,,,,,,,Грижа за тялото,"Олиа, лосиони и балсами за тяло",false,,,"Еко,Романтичен",Розов,,,,,,,,,,,,,,,,,,,
Розова мечта,Art Design Beni,rozova-mechta,,,,,EUR,Розова мечта от Art Design Beni.,,https://www.artdesignbeni.com/rozova-mechta.html,https://www.artdesignbeni.com,https://www.artdesignbeni.com/media/7/9413.jpeg,TRUE,,art-design-beni,,,,,,,,,false,,,Романтичен,Розов,,,,,,,,,,,,,,,,,,,
